"DateTime,""Price"""
2025-01-01 00:00:00,0.4996307065862741
2025-01-02 00:00:00,0.49692388308784896
2025-01-03 00:00:00,0.493387583843179
2025-01-04 00:00:00,0.4965742410633931
2025-01-05 00:00:00,0.4968550649066407
2025-01-06 00:00:00,0.49684220806996227
2025-01-07 00:00:00,0.49656724160886584
2025-01-08 00:00:00,0.49873811303741633
2025-01-09 00:00:00,0.4928776484107463
2025-01-10 00:00:00,0.4901450620663374
2025-01-11 00:00:00,0.4846784516705251
2025-01-12 00:00:00,0.48222558822694017
2025-01-13 00:00:00,0.4958644606827296
2025-01-14 00:00:00,0.5060573552028882
2025-01-15 00:00:00,0.5059451042599868
2025-01-16 00:00:00,0.5097067027989864
2025-01-17 00:00:00,0.5097909450716023
2025-01-18 00:00:00,0.5115744533568342
2025-01-19 00:00:00,0.5150598552072271
2025-01-20 00:00:00,0.5162621319051285
2025-01-21 00:00:00,0.5155796377369604
2025-01-22 00:00:00,0.5197232023853855
2025-01-23 00:00:00,0.509762519448379
2025-01-24 00:00:00,0.487473979846362
2025-01-25 00:00:00,0.487385136094072
2025-01-26 00:00:00,0.49061956438276816
2025-01-27 00:00:00,0.4913847982427531
2025-01-28 00:00:00,0.48505632259692755
2025-01-29 00:00:00,0.49043991302072915
2025-01-30 00:00:00,0.4946273160748305
2025-01-31 00:00:00,0.48995887854380454
2025-02-01 00:00:00,0.4895434122301814
2025-02-02 00:00:00,0.4885875789949938
2025-02-03 00:00:00,0.48269969396245677
2025-02-04 00:00:00,0.4897907690158415
2025-02-05 00:00:00,0.49300240691947517
2025-02-06 00:00:00,0.48637009396769953
2025-02-07 00:00:00,0.4847142837995332
2025-02-08 00:00:00,0.48706845149334144
2025-02-09 00:00:00,0.4846948843875063
2025-02-10 00:00:00,0.48187609524431707
2025-02-11 00:00:00,0.4757885350539676
2025-02-12 00:00:00,0.47364744071899934
2025-02-13 00:00:00,0.4722795514272407
2025-02-14 00:00:00,0.475574611295147
2025-02-15 00:00:00,0.4720296750224951
2025-02-16 00:00:00,0.464715801122087
2025-02-17 00:00:00,0.4672065483093221
2025-02-18 00:00:00,0.4651521348673307
2025-02-19 00:00:00,0.45758699213045384
2025-02-20 00:00:00,0.4601677475360456
2025-02-21 00:00:00,0.46025676047484587
2025-02-22 00:00:00,0.46466746369793654
2025-02-23 00:00:00,0.46231756843503474
2025-02-24 00:00:00,0.45740952815440017
2025-02-25 00:00:00,0.44909530595807445
2025-02-26 00:00:00,0.443560739253529
2025-02-27 00:00:00,0.4224716079423175
2025-02-28 00:00:00,0.4087049099817754
2025-03-01 00:00:00,0.4189013219749713
2025-03-02 00:00:00,0.4287343411356624
2025-03-03 00:00:00,0.43120258691012514
2025-03-04 00:00:00,0.43356269904062417
2025-03-05 00:00:00,0.4244514363148279
2025-03-06 00:00:00,0.4270319079072453
2025-03-07 00:00:00,0.4314759617871202
2025-03-08 00:00:00,0.426208420895977
2025-03-09 00:00:00,0.42154417693763235
2025-03-10 00:00:00,0.4105230182806033
2025-03-11 00:00:00,0.4145235784729712
2025-03-12 00:00:00,0.42741523189672076
2025-03-13 00:00:00,0.4241386862489101
2025-03-14 00:00:00,0.42843848680239877
2025-03-15 00:00:00,0.42589303080772634
2025-03-16 00:00:00,0.42500918292617373
2025-03-17 00:00:00,0.4301191521469011
2025-03-18 00:00:00,0.43109878911029414
2025-03-19 00:00:00,0.43613762378348886
2025-03-20 00:00:00,0.44544013783149744
2025-03-21 00:00:00,0.4410743024560775
2025-03-22 00:00:00,0.4487243867448801
2025-03-23 00:00:00,0.44917920076140994
2025-03-24 00:00:00,0.4574969458587012
2025-03-25 00:00:00,0.46392038329989865
2025-03-26 00:00:00,0.4503220740728013
2025-03-27 00:00:00,0.43391252321723484
2025-03-28 00:00:00,0.43339116940517486
2025-03-29 00:00:00,0.4257766142937294
2025-03-30 00:00:00,0.4013663906525362
2025-03-31 00:00:00,0.39686239405671997
2025-04-01 00:00:00,0.39823331898861114
2025-04-02 00:00:00,0.3812688639759854
2025-04-03 00:00:00,0.3676303383929129
2025-04-04 00:00:00,0.3534967144037653
2025-04-05 00:00:00,0.35740470684262077
2025-04-06 00:00:00,0.3618857972545014
2025-04-07 00:00:00,0.3420703429820855
2025-04-08 00:00:00,0.35787522442819747
2025-04-09 00:00:00,0.37045615270088966
2025-04-10 00:00:00,0.38467302578901424
2025-04-11 00:00:00,0.3629193358424157
2025-04-12 00:00:00,0.36644807155001813
2025-04-13 00:00:00,0.36518771735464894
2025-04-14 00:00:00,0.3545887142073695
2025-04-15 00:00:00,0.38483491812624326
2025-04-16 00:00:00,0.38522976255879526
2025-04-17 00:00:00,0.3753994562351047
2025-04-18 00:00:00,0.3676313240681898
2025-04-19 00:00:00,0.3649278266329856
2025-04-20 00:00:00,0.3630775763769904
2025-04-21 00:00:00,0.3635840010333983
2025-04-22 00:00:00,0.3825702100630227
2025-04-23 00:00:00,0.41245872429497377
2025-04-24 00:00:00,0.4186938145535446
2025-04-25 00:00:00,0.41867606079011277
2025-04-26 00:00:00,0.41664910198986205
2025-04-27 00:00:00,0.40202213014744625
2025-04-28 00:00:00,0.39728243919652406
2025-04-29 00:00:00,0.417723521490602
2025-04-30 00:00:00,0.40649472522677765
2025-05-01 00:00:00,0.3947841399211904
2025-05-02 00:00:00,0.39150297888150576
2025-05-03 00:00:00,0.39311986671821214
2025-05-04 00:00:00,0.39279435621837855
2025-05-05 00:00:00,0.394463019114004
2025-05-06 00:00:00,0.40357902993124123
2025-05-07 00:00:00,0.4119313518021748
